436,Phước Sơn,Huyện,"15 23 17N, 107 50 22E",47
437,Phổ Yên,Huyện,"21 27 08N, 105 45 19E",55
438,Phan Rang-Tháp Chàm,Thành phố,"11 36 11N, 108 58 34E",43
439,Phan Thiết,Thành phố,"10 54 16N, 108 03 44E",16
440,Phù Cát,Huyện,"14 03 48N, 109 03 57E",13
441,Phù Cừ,Huyện,"20 42 51N, 106 11 30E",22
442,Phù Mỹ,Huyện,"14 14 41N, 109 05 43E",13
443,Phù Ninh,Huyện,"21 26 59N, 105 18 13E",44
444,Phù Yên,Huyện,"21 13 33N, 104 41 51E",51
445,Phủ Lý,Thành phố,"20 32 19N, 105 54 55E",24
446,Phú Bình,Huyện,"21 29 36N, 105 57 42E",55
447,Phú Giáo,Huyện,"11 20 21N, 106 47 48E",14
448,Phú Hoà,Huyện,"13 04 07N, 109 11 24E",45
449,Phú Lương,Huyện,"21 45 57N, 105 43 22E",55
450,Phú Lộc,Huyện,"16 17 16N, 107 55 25E",57
451,Phú Nhuận,Quận,"10 48 06N, 106 40 39E",29
452,Phú Ninh,Huyện,"15 30 43N, 108 24 43E",47
453,Phú Quốc,Huyện,"10 13 44N, 103 57 25E",33
454,Phú Quí,Huyện,"10 33 13N, 108 57 46E",16
455,Phú Tân,Huyện,"8 52 47N, 104 53 35E",18
456,Phú Tân,Huyện,"10 40 26N, 105 14 40E",7
457,Phú Thọ,Thị xã,"21 24 54N, 105 13 46E",44
458,Phú Thiện,Huyện,,21
459,Phú Vang,Huyện,"16 27 20N, 107 42 28E",57
460,Phú Xuyên,Huyện,"20 43 37N, 105 53 43E",25
461,Phục Hoà,Huyện,"22 33 52N, 106 30 02E",19
462,Phúc Thọ,Huyện,"21 06 32N, 105 34 52E",25
463,Phúc Yên,Thị xã,"21 18 55N, 105 43 54E",62
464,Phong Điền,Huyện,"16 32 42N, 106 16 37E",57
465,Phong Điền,Huyện,"9 59 57N, 105 39 35E",20
466,Phụng Hiệp,Huyện,"9 47 20N, 105 43 29E",30
467,Phong Thổ,Huyện,"22 38 24N, 103 22 38E",38
468,Pleiku,Thành phố,"13 57 42N, 107 58 03E",21
469,Quản Bạ,Huyện,"23 04 03N, 104 58 05E",23
470,Quảng Điền,Huyện,"16 35 21N, 107 29 31E",57
471,Quảng Ngãi,Thành phố,"15 07 17N, 108 48 24E",48
472,Quảng Ninh,Huyện,"17 15 15N, 106 32 31E",46
473,Quảng Trạch,Huyện,"17 50 04N, 106 22 24E",46
474,Quảng Trị,Thị xã,"16 44 37N, 107 11 20E",50
475,Quảng Uyên,Huyện,"22 40 15N, 106 27 42E",19
476,Quảng Xương,Huyện,"19 40 53N, 105 48 01E",56
477,Quan Hóa,Huyện,"20 29 15N, 104 56 35E",56
478,Quan Sơn,Huyện,"20 15 17N, 104 51 58E",56
479,Quang Bình,Huyện,"22 23 07N, 104 37 11E",23
480,Quốc Oai,Huyện,"20 58 45N, 105 36 43E",25
481,Qui Nhơn,Thành phố,"13 47 15N, 109 12 48E",13
482,Quế Phong,Huyện,"19 42 25N, 104 54 21E",41
483,Quế Sơn,Huyện,"15 41 03N, 108 05 34E",47
484,Quế Võ,Huyện,"21 08 44N, 106 11 06E",12
485,Quỳ Châu,Huyện,"19 32 16N, 105 03 18E",41
486,Quỳ Hợp,Huyện,"19 19 24N, 105 09 12E",41
487,Quỳnh Lưu,Huyện,"19 14 01N, 105 37 00E",41
488,Quỳnh Nhai,Huyện,"21 46 34N, 103 39 02E",51
489,Quỳnh Phụ,Huyện,"20 38 57N, 106 21 16E",54
490,Rạch Giá,Thành phố,"10 01 35N, 105 06 20E",33
491,Sông Công,Th? Xó,"21 29 14N, 105 48 47E",55
492,Sông Cầu,Th? Xó,"13 31 40N, 109 12 39E",45
493,Sông Hinh,Huyện,"12 54 19N, 108 53 38E",45
494,Sông Lô,Huyện,,62
495,Sông Mã,Huyện,"21 06 04N, 103 43 56E",51
496,Sơn Động,Huyện,"21 19 42N, 106 51 09E",10
497,Sơn Dương,Huyện,"21 40 22N, 105 22 57E",60
498,Sơn Hà,Huyện,"14 58 35N, 108 29 09E",48
499,Sơn Hòa,Huyện,"13 12 16N, 108 57 17E",45
500,Sơn La,Thành phố,"21 20 39N, 103 54 52E",51
501,Sơn Tây,Thị xã,"21 05 51N, 105 28 27E",25
502,Sơn Tây,Huyện,"14 58 11N, 108 21 22E",48
503,Sơn Trà,Quận,"16 06 13N, 108 16 26E",1
504,Sơn Tịnh,Huyện,"15 11 49N, 108 45 03E",48
505,Sìn Hồ,Huyện,"22 17 21N, 103 18 12E",38
506,Sa Đéc,Th? Xó,"10 19 22N, 105 44 31E",5
507,Sa Pa,Huyện,"22 18 54N, 103 54 18E",36
508,Sa Thầy,Huyện,"14 16 02N, 107 36 30E",34
509,Sóc Sơn,Huyện,"21 16 55N, 105 49 46E",25
510,Sóc Trăng,Thành phố,"9 36 39N, 105 59 00E",52
511,Sầm Sơn,Thị xã,"19 45 11N, 105 54 03E",56
512,Sốp Cộp,Huyện,"20 52 46N, 103 30 38E",51
513,Si Ma Cai,Huyện,"22 39 46N, 104 16 05E",36
514,Tân An,Thành phố,"10 31 36N, 106 24 06E",39
515,Tân Bình,Quận,"10 48 13N, 106 39 03E",29
516,Tân Biên,Huyện,"11 35 14N, 105 57 53E",53
517,Tân Châu,Huyện,"11 34 49N, 106 17 48E",53
518,Tân Châu,Thị xã,"10 49 11N, 105 11 18E",7
519,Tân Hưng,Huyện,"10 49 05N, 105 39 26E",39
520,Tân Hồng,Huyện,"10 52 48N, 105 29 21E",5
521,Tân Hiệp,Huyện,"10 05 18N, 105 14 04E",33
522,Tân Kỳ,Huyện,"19 06 11N, 105 14 14E",41
523,Tân Lạc,Huyện,"20 36 44N, 105 15 03E",31
524,Tân Phước,Huyện,"10 30 36N, 106 13 02E",58
525,Tân Phú,Quận,"10 47 32N, 106 37 31E",29
526,Tân Phú,Huyện,"11 22 51N, 107 21 35E",4
527,Tân Phú Đông,Huyện,,58
528,Tân Sơn,Huyện,,44
529,Tân Thành,Huyện,"10 34 50N, 107 05 06E",8
530,Tân Thạnh,Huyện,"10 37 44N, 105 57 07E",39
531,Tân Trụ,Huyện,"10 31 47N, 106 30 06E",39
532,Tân Uyên,Huyện,"11 06 31N, 106 49 02E",14
533,Tân Uyên,Huyện,,38
534,Tân Yên,Huyện,"21 23 23N, 106 05 55E",10
535,Tây Giang,Huyện,"15 53 46N, 107 25 52E",47
536,Tây Hồ,Quận,"21 04 10N, 105 49 07E",25
537,Tây Hoà,Huyện,,45
538,Tây Ninh,Thị xã,"11 21 59N, 106 07 47E",53
539,Tây Sơn,Huyện,"13 56 47N, 108 53 06E",13
540,Tây Trà,Huyện,"15 11 13N, 108 22 23E",48
541,Tư Nghĩa,Huyện,"15 05 25N, 108 45 23E",48
542,Tương Dương,Huyện,"19 19 15N, 104 35 41E",41
543,Tánh Linh,Huyện,"11 08 26N, 107 41 22E",16
544,Tam Đường,Huyện,"22 20 16N, 103 32 53E",38
545,Tam Đảo,Huyện,"21 27 34N, 105 35 09E",62
546,Tam Điệp,Thị xã,"20 09 42N, 103 52 43E",42
547,Tam Bình,Huyện,"10 03 58N, 105 58 03E",61
548,Tam Dương,Huyện,"21 21 40N, 105 33 36E",62
549,Tam Kỳ,Thành phố,"15 34 37N, 108 29 52E",47
550,Tam Nông,Huyện,"21 18 24N, 105 14 59E",44
551,Tam Nông,Huyện,"10 44 06N, 105 30 58E",5
552,Thăng Bình,Huyện,"15 42 29N, 108 22 04E",47
553,Thông Nông,Huyện,"22 49 09N, 105 57 05E",19
554,Thường Tín,Huyện,"20 49 59N, 105 22 19E",25
555,Thường Xuân,Huyện,"19 54 55N, 105 10 46E",56
556,Thái Bình,Thành phố,"20 26 45N, 106 19 56E",54
557,Thái Hoà,Thị xã,,41
558,Thái Nguyên,Thành phố,"21 33 20N, 105 48 26E",55
559,Thái Thụy,Huyện,"20 32 33N, 106 32 32E",54
560,Tháp Mười,Huyện,"10 33 36N, 105 47 13E",5
561,Thạch An,Huyện,"22 28 51N, 106 19 51E",19
562,Thạch Hà,Huyện,"18 19 29N, 105 52 43E",26
563,Thạch Thành,Huyện,"21 12 41N, 105 36 38E",56
564,Thạch Thất,Huyện,"21 02 17N, 105 33 05E",25
565,Thạnh Hóa,Huyện,"10 41 37N, 106 11 08E",39
566,Thạnh Phú,Huyện,"9 55 53N, 106 32 45E",17
567,Thạnh Trị,Huyện,"9 28 05N, 105 43 02E",52
568,Thọ Xuân,Huyện,"19 55 39N, 105 29 14E",56
569,Than Uyên,Huyện,"21 59 35N, 103 45 30E",38
570,Thanh Bình,Huyện,"10 36 38N, 105 28 51E",5
571,Thanh Ba,Huyện,"21 27 04N, 105 09 10E",44
572,Thanh Chương,Huyện,"18 44 11N, 105 12 59E",41
573,Thanh Hà,Huyện,"20 53 19N, 106 25 43E",27
574,Thanh Hóa,Thành phố,"19 48 26N, 105 47 37E",56
575,Thanh Khê,Quận,"16 03 28N, 108 11 00E",1
576,Thanh Liêm,Huyện,"20 27 31N, 105 55 09E",24
577,Thanh Miện,Huyện,"20 46 02N, 106 12 26E",27
578,Thanh Oai,Huyện,"20 51 44N, 105 46 18E",25
579,Thanh Sơn,Huyện,"21 08 32N, 105 04 40E",44
580,Thanh Thuỷ,Huyện,"21 07 26N, 105 17 18E",44
581,Thanh Trì,Huyện,"20 56 32N, 105 50 55E",25
582,Thanh Xuân,Quận,"20 59 44N, 105 48 56E",25
583,Thống Nhất,Huyện,"10 58 29N, 107 09 26E",4
584,Thốt Nốt,Quận,"10 14 23N, 105 32 02E",20
585,Thới Bình,Huyện,"9 22 50N, 105 07 35E",18
586,Thới Lai,Huyện,,20
587,Thiệu Hoá,Huyện,"19 53 56N, 105 40 57E",56
588,Thủ Đức,Quận,"10 51 20N, 106 45 05E",29
589,Thủ Dầu Một,Thị xã,"11 00 01N, 106 38 56E",14
590,Thủ Thừa,Huyện,"10 39 41N, 106 20 12E",39
591,Thoại Sơn,Huyện,"10 16 45N, 105 15 59E",7
592,Thuận An,Huyện,"10 55 58N, 106 41 59E",14
593,Thuận Bắc,Huyện,,43
594,Thuận Châu,Huyện,"21 24 54N, 103 39 46E",51
595,Thuận Nam,Huyện,,43
596,Thuận Thành,Huyện,"21 02 24N, 106 04 10E",12
597,Thuỷ Nguyên,Huyện,"20 56 36N, 106 39 38E",28
598,Tiên Du,Huyện,"21 07 37N, 106 02 19E",12
599,Tiên Lãng,Huyện,"20 42 23N, 106 36 03E",28
600,Tiên Lữ,Huyện,"20 40 05N, 106 07 59E",22
601,Tiên Phước,Huyện,"15 29 30N, 108 15 28E",47
602,Tiên Yên,Huyện,"21 22 24N, 107 22 50E",49
603,Tiền Hải,Huyện,"20 21 05N, 106 32 45E",54
604,Tiểu Cần,Huyện,"9 48 37N, 106 12 06E",59
605,Tủa Chùa,Huyện,"21 58 19N, 103 23 01E",6
606,Tứ Kỳ,Huyện,"20 49 05N, 106 24 05E",27
607,Từ Liêm,Huyện,"21 02 39N, 105 45 32E",25
608,Từ Sơn,Thị xã,"21 07 12N, 105 57 26E",12
609,Trường Sa,Huyện,"9 07 27N, 114 15 00E",32
610,Trà Ôn,Huyện,"9 59 20N, 105 57 56E",61
611,Trà Bồng,Huyện,"15 13 30N, 108 29 57E",48
612,Trà Cú,Huyện,"9 42 06N, 106 16 24E",59
613,Trà Lĩnh,Huyện,"22 48 14N, 106 19 47E",19
614,Trà Vinh,Thị xã,"9 57 09N, 106 20 39E",59
615,Tràng Định,Huyện,"22 18 09N, 106 26 32E",37
616,Trảng Bàng,Huyện,"11 06 18N, 106 23 12E",53
617,Trảng Bom,Huyện,"10 58 39N, 107 00 52E",4
618,Trạm Tấu,Huyện,"21 30 40N, 104 28 03E",63
619,Trần Đề,Huyện,,52
620,Trần Văn Thời,Huyện,"9 07 36N, 104 57 27E",18
621,Trấn Yên,Huyện,"21 42 20N, 104 48 56E",63
622,Tri Tôn,Huyện,"10 24 41N, 104 56 58E",7
623,Trùng Khánh,Huyện,"22 49 31N, 106 33 58E",19
624,Triệu Phong,Huyện,"16 46 32N, 107 09 12E",50
625,Triệu Sơn,Huyện,"19 48 11N, 105 34 03E",56
626,Trực Ninh,Huyện,"20 14 42N, 106 12 45E",40
627,Tu Mơ Rông,Huyện,,34
628,Tuần Giáo,Huyện,"21 38 03N, 103 21 06E",6
629,Tĩnh Gia,Huyện,"19 27 13N, 105 43 38E",56
630,Tuy Đức,Huyện,,3
631,Tuy An,Huyện,"13 15 19N, 109 12 21E",45
632,Tuy Hòa,Thành phố,"13 05 42N, 109 15 50E",45
633,Tuy Phước,Huyện,"13 46 30N, 109 05 38E",13
634,Tuy Phong,Huyện,"11 20 26N, 108 41 15E",16
635,Tuyên Hóa,Huyện,"17 54 04N, 105 58 17E",46
636,Tuyên Quang,Thị xã,"21 49 40N, 105 13 12E",60
637,Tịnh Biên,Huyện,"10 33 30N, 105 00 17E",7
638,U Minh,Huyện,"9 22 30N, 104 57 00E",18
639,U Minh Thượng,Huyện,,33
640,Uông Bí,Thị xã,"21 04 33N, 106 45 07E",49
641,Văn Bàn,Huyện,"22 03 48N, 104 10 59E",36
642,Văn Chấn,Huyện,"21 34 15N, 104 35 19E",63
643,Văn Giang,Huyện,"20 55 51N, 105 57 14E",22
644,Văn Lâm,Huyện,"20 58 31N, 106 02 51E",22
645,Văn Lãng,Huyện,"22 01 59N, 106 34 17E",37
646,Văn Quan,Huyện,"21 51 04N, 106 33 04E",37
647,Văn Yên,Huyện,"21 55 55N, 104 33 51E",63
648,Vân Đồn,Huyện,"20 56 17N, 107 28 02E",49
649,Vân Canh,Huyện,"13 40 35N, 108 57 52E",13
650,Vạn Ninh,Huyện,"12 43 10N, 109 11 18E",32
651,Võ Nhai,Huyện,"21 47 14N, 106 02 29E",55
652,Vinh,Thành phố,"18 41 06N, 105 42 05E",41
653,Việt Trì,Thành phố,"21 19 01N, 105 23 35E",44
654,Việt Yên,Huyện,"21 16 16N, 106 04 59E",10
655,Vụ Bản,Huyện,"20 22 57N, 106 05 35E",40
656,Vũ Quang,Huyện,"18 19 30N, 105 26 38E",26
657,Vũ Thư,Huyện,"20 25 29N, 106 16 43E",54
658,Vũng Liêm,Huyện,"10 03 32N, 106 10 35E",61
659,Vũng Tầu,Thành phố,"10 24 08N, 107 07 05E",8
660,Vĩnh Bảo,Huyện,"20 40 56N, 106 29 57E",28
661,Vĩnh Châu,Huyện,"9 20 50N, 105 59 58E",52
662,Vĩnh Cửu,Huyện,"11 14 31N, 107 00 06E",4
663,Vĩnh Hưng,Huyện,"10 52 54N, 105 45 58E",39
664,Vĩnh Lộc,Huyện,"20 02 29N, 105 39 28E",56
665,Vĩnh Lợi,Huyện,"9 16 51N, 105 40 54E",9
666,Vĩnh Linh,Huyện,"17 01 35N, 106 53 49E",50
667,Vĩnh Long,Thành phố,"10 15 09N, 105 56 08E",61
668,Vĩnh Tường,Huyện,"21 14 58N, 105 29 37E",62
669,Vĩnh Thạnh,Huyện,"14 14 26N, 108 44 08E",13
670,Vĩnh Thạnh,Huyện,"10 11 35N, 105 22 45E",20
671,Vĩnh Thuận,Huyện,"9 33 25N, 105 11 30E",33
672,Vĩnh Yên,Thành phố,"21 18 26N, 105 35 33E",62
673,Vị Thanh,Thị xã,"9 45 15N, 105 24 50E",30
674,Vị Thuỷ,Huyện,"9 48 05N, 105 32 13E",30
675,Vị Xuyên,Huyện,"22 45 50N, 104 56 26E",23
676,Xuân Lộc,Huyện,"10 55 39N, 107 24 21E",4
677,Xuân Trường,Huyện,"20 17 53N, 106 21 43E",40
678,Xuyên Mộc,Huyện,"10 37 46N, 107 29 39E",8
679,Xín Mần,Huyện,"22 38 05N, 104 28 35E",23
680,ý Yên,Huyện,"20 19 48N, 106 01 55E",40
681,Yên Định,Huyện,"20 00 31N, 105 37 44E",56
682,Yên Bái,Thành phố,"21 44 28N, 104 53 42E",63
683,Yên Bình,Huyện,"21 52 24N, 104 55 16E",63
684,Yên Châu,Huyện,"20 59 33N, 104 19 51E",51
685,Yên Dũng,Huyện,"21 12 22N, 106 14 12E",10
686,Yên Hưng,Huyện,"20 55 40N, 106 51 05E",49
687,Yên Khánh,Huyện,"20 11 26N, 106 04 33E",42
688,Yên Lạc,Huyện,"21 13 17N, 105 34 44E",62
689,Yên Lập,Huyện,"21 22 21N, 105 01 25E",44
690,Yên Mô,Huyện,"20 07 45N, 105 59 45E",42
691,Yên Minh,Huyện,"23 04 20N, 105 10 13E",23
692,Yên Mỹ,Huyện,"20 53 45N, 106 01 21E",22
693,Yên Phong,Huyện,"21 12 40N, 105 59 36E",12
694,Yên Sơn,Huyện,"21 51 53N, 105 18 14E",60
695,Yên Thành,Huyện,"19 01 25N, 105 26 17E",41
696,Yên Thủy,Huyện,"20 25 42N, 105 37 59E",31
697,Yên Thế,Huyện,"21 31 29N, 106 09 27E",10
